idMeal,Meal Name,Category,Area,Instructions,Ingredients,Meal Image,YouTube Link
52887,Kedgeree,Seafood,British,"For the rice, heat the oil in a large, lidded pan, add the onion, then gently fry for 5 mins until softened but not coloured. Add the spices, season with salt, then continue to fry until the mix start to go brown and fragrant; about 3 mins.
Add the rice and stir in well. Add 600ml water, stir, then bring to the boil. Reduce to a simmer, then cover for 10 mins. Take off the heat and leave to stand, covered, for 10-15 mins more. The rice will be perfectly cooked if you do not lift the lid before the end of the cooking.
Meanwhile, put the haddock and bay leaves in a frying pan, cover with the milk, then poach for 10 mins until the flesh flakes. Remove from the milk, peel away the skin, then flake the flesh into thumbsize pieces. Place the eggs in a pan, cover with water, bring to the boil, then reduce to a simmer. Leave for 4½-5 mins, plunge into cold water, then peel and cut the eggs into quarters. Gently mix the fish, eggs, parsley, coriander and rice together in the pan. Serve hot, sprinkled with a few extra herbs.","[""300g Smoked Haddock"", ""2 Bay Leaves"", ""300ml  Milk"", ""4 Eggs"", ""Handful Parsley"", ""Handful Coriander"", ""2 tbs Vegetable Oil"", ""1 chopped Onion"", ""1 tsp  Coriander"", ""2 tsp Curry Powder"", ""300g Rice""]",https://www.themealdb.com/images/media/meals/utxqpt1511639216.jpg,https://www.youtube.com/watch?v=_Pw1I1-SItE
52946,Kung Po Prawns,Seafood,Chinese,"Mix the cornflour and 1 tbsp soy sauce, toss in the prawns and set aside for 10 mins. Stir the vinegar, remaining soy sauce, tomato purée, sugar and 2 tbsp water together to make a sauce.

When you’re ready to cook, heat a large frying pan or wok until very hot, then add 1 tbsp oil. Fry the prawns until they are golden in places and have opened out– then tip them out of the pan.

Heat the remaining oil and add the peanuts, chillies and water chestnuts. Stir-fry for 2 mins or until the peanuts start to colour, then add the ginger and garlic and fry for 1 more min. Tip in the prawns and sauce and simmer for 2 mins until thickened slightly. Serve with rice.","[""400g Prawns"", ""2 tbs Soy Sauce"", ""1 tsp  Tomato Puree"", ""1 tsp  Corn Flour"", ""1 tsp  Caster Sugar"", ""1 tsp  Sunflower Oil"", ""85g Peanuts"", ""3 Large Chilli"", ""1 tbs Brown Sugar"", ""6 cloves Garlic Clove"", ""450g Water Chestnut"", ""to taste Ginger""]",https://www.themealdb.com/images/media/meals/1525873040.jpg,https://www.youtube.com/watch?v=ysiuZm9FIxs
52821,Laksa King Prawn Noodles,Seafood,Malaysian,"Heat the oil in a medium saucepan and add the chilli. Cook for 1 min, then add the curry paste, stir and cook for 1 min more. Dissolve the stock cube in a large jug in 700ml boiling water, then pour into the pan and stir to combine. Tip in the coconut milk and bring to the boil.
Add the fish sauce and a little seasoning. Toss in the noodles and cook for a further 3-4 mins until softening. Squeeze in the lime juice, add the prawns and cook through until warm, about 2-3 mins. Scatter over some of the coriander.
Serve in bowls with the remaining coriander and lime wedges on top for squeezing over.","[""1 tbsp Olive Oil"", ""1 finely sliced red chili"", ""2 \u00bd tbsp Thai red curry paste"", ""1 vegetable stock cube"", ""400ml can coconut milk"", ""2 tsp fish sauce"", ""100g rice noodles"", ""2 juice of 1, the other halved lime"", ""150g king prawns"", ""\u00bd small pack coriander""]",https://www.themealdb.com/images/media/meals/rvypwy1503069308.jpg,https://www.youtube.com/watch?v=OcarztU8cYo
52777,Mediterranean Pasta Salad,Seafood,Italian,"Bring a large saucepan of salted water to the boil
Add the pasta, stir once and cook for about 10 minutes or as directed on the packet.
Meanwhile, wash the tomatoes and cut into quarters. Slice the olives. Wash the basil.
Put the tomatoes into a salad bowl and tear the basil leaves over them. Add a tablespoon of olive oil and mix.
When the pasta is ready, drain into a colander and run cold water over it to cool it quickly.
Toss the pasta into the salad bowl with the tomatoes and basil.
Add the sliced olives, drained mozzarella balls, and chunks of tuna. Mix well and let the salad rest for at least half an hour to allow the flavours to mingle.
Sprinkle the pasta with a generous grind of black pepper and drizzle with the remaining olive oil just before serving.","[""200 g mozzarella balls"", ""250 g baby plum tomatoes"", ""1  bunch fresh basil"", ""350 g farfalle"", ""3  tablespoons extra virgin olive oil"", ""40 g Green Olives"", ""200 g tuna"", ""to taste salt"", ""to taste pepper""]",https://www.themealdb.com/images/media/meals/wvqpwt1468339226.jpg,https://www.youtube.com/watch?v=e52IL8zYmaE
53048,Mee goreng mamak,Seafood,Malaysian,"Heat oil in a pan at medium heat. Then, add peanuts, dried chilies, dried shrimps and dhal. Fry the aromatics until fragrant. Remove from pan and leave aside.

Blend fried ingredients with tamarind paste and water until fine. Then, sauté the blended ingredients in oil heated over low heat. Continue cooking until the oil separates from the paste and turns a darker shade.

Skin and cut potatoes into small chunks and boil them in a pot of water until knife-tender. Once ready, remove them from the pot and leave aside. Discard water.

Slice onion and fried tofu, mince garlic, cut some cabbage and Chinese flowering cabbage (choi sam). Prepare prawn fritters and cut them. Boil noodles to soften them if bought dried. Also mix black soy sauce with water.

To fry one portion of mee goreng mamak, heat oil and add 1/4 of the following ingredients in this order: garlic, onion, paste. Sauté until fragrant. Optionally, add prawns.

Add in 1/4 amount of tofu, boiled potatoes, cabbage, Chinese flowering cabbage and prawn fritters. Sauté for another 30 seconds.

Add noodles to the wok. Add 3 tablespoons of dark soy sauce mixture. Mix evenly for the next 1 minute. Then, move the noodles to the side of the wok. Stir in an egg. Garnish with a slice of lime and slices of green chilies. To cook another plate of noodles, repeat from step 5 onwards.","[""50g Peanuts"", ""15g Chilli"", ""10g Prawns"", ""5 tbs Oil"", ""750 ml  Water"", ""1/2 tbs Tamarind Paste"", ""250g Potatoes"", ""2 Red Onions"", ""4 Garlic Clove"", ""30g Cabbage"", ""30g Chinese Broccoli"", ""1 Tofu"", ""1 tbs Soy Sauce"", ""4 Noodles"", ""1 Egg""]",https://www.themealdb.com/images/media/meals/xquakq1619787532.jpg,https://www.youtube.com/watch?v=pOJEmDBgtSk
53051,Nasi lemak,Seafood,Malaysian,"In a medium saucepan over medium heat, stir together coconut milk, water, ground ginger, ginger root, salt, bay leaf, and rice. Cover, and bring to a boil. Reduce heat, and simmer for 20 to 30 minutes, or until done.

 Step 2
Place eggs in a saucepan, and cover with cold water. Bring water to a boil, and immediately remove from heat. Cover, and let eggs stand in hot water for 10 to 12 minutes. Remove eggs from hot water, cool, peel and slice in half. Slice cucumber.

 Step 3
Meanwhile, in a large skillet or wok, heat 1 cup vegetable oil over medium-high heat. Stir in peanuts and cook briefly, until lightly browned. Remove peanuts with a slotted spoon and place on paper towels to soak up excess grease. Return skillet to stove. Stir in the contents of one package anchovies; cook briefly, turning, until crisp. Remove with a slotted spoon and place on paper towels. Discard oil. Wipe out skillet.

 Step 4
Heat 2 tablespoons oil in the skillet. Stir in the onion, garlic, and shallots; cook until fragrant, about 1 or 2 minutes. Mix in the chile paste, and cook for 10 minutes, stirring occasionally. If the chile paste is too dry, add a small amount of water. Stir in remaining anchovies; cook for 5 minutes. Stir in salt, sugar, and tamarind juice; simmer until sauce is thick, about 5 minutes.

 Step 5
Serve the onion and garlic sauce over the warm rice, and top with peanuts, fried anchovies, cucumbers, and eggs.","[""2 cups  Coconut Milk"", ""2 cups  Water"", ""1/4 tsp Ginger Paste"", ""1 Ginger"", ""1 Bay Leaf"", ""2 cups  Rice"", ""4 Eggs"", ""1 Cucumber"", ""1 cup  Peanuts"", ""4 oz  Anchovy Fillet"", ""2 tbs Vegetable Oil"", ""1 Onion"", ""3 cloves Garlic"", ""3 Shallots"", ""2 tsp Chilli Powder"", ""4 oz  Anchovy Fillet"", ""3 tbs Sugar"", ""1/3 cup Tamarind Paste""]",https://www.themealdb.com/images/media/meals/wai9bw1619788844.jpg,https://www.youtube.com/watch?v=IUIs4C86Ilo
53045,Portuguese fish stew (Caldeirada de peixe),Seafood,Portuguese,"STEP 1

Heat a drizzle of oil in a large, deep-sided frying pan, and fry the onion and pepper on a medium heat until softened but not browned. Finely chop the coriander stalks (keep the leaves for later), and add to the pan with the chilli and chopped garlic. Fry for another few minutes. Add the wine, saffron and bay leaf and let it simmer until reduced by half.

STEP 2

Add the potatoes, tomatoes, and 300ml water and bring to a gentle boil. Break up the tomatoes with a spoon on the side of the pan and simmer for 20-25 minutes until the potatoes are just tender, and the tomatoes have broken down.

STEP 3

Season well, then gently push the fish into the sauce, and arrange the squid, prawns, clams and mussels on the surface. Put the lid on and cook for 6-8 minutes until the mussel and clam shells have opened, the prawns are cooked and the fish is flaky. Toast the bread, rub lightly with the halved garlic clove and drizzle with olive oil. Serve the stew scatted with chopped coriander leaves, and the toasts for dunking.","[""2 finely chopped Onions"", ""1 Diced Red Pepper"", ""Small bunch Coriander"", ""1 small Red Chilli"", ""3 cloves Garlic"", ""400ml Dry White Wine"", ""Pinch Saffron"", ""1 Bay Leaf"", ""300g Potatoes"", ""400g Plum Tomatoes"", ""600g Cod"", ""300g Squid"", ""8 Tiger Prawns"", ""500g Clams"", ""500g Mussels"", ""1 sliced Baguette""]",https://www.themealdb.com/images/media/meals/do7zps1614349775.jpg,https://www.youtube.com/watch?v=utv-GpSJypk
52809,Recheado Masala Fish,Seafood,Indian,"Soak all the spices, ginger, garlic, tamarind pulp and kashmiri chilies except oil in vinegar.
Add sugar and salt.
Also add turmeric powder.
Combine all nicely and marinate for 35-40 mins.
Grind the mixture until soft and smooth. Add more vinegar if required but ensure the paste has to be thick so add vinegar accordingly. If the masala paste is thin then it would not stick to the fish.
Rinse the fish slit from the center and give some incision from the top. You could see the fish below for clarity.
Now stuff the paste into the center and into the incision. Coat the entire fish with this paste. Marinate the fish for 30 mins.
Place oil in a shallow pan, once oil is quite hot shallow fry the stuffed mackerels.
Fry until golden brown from both sides
Serve the recheado mackerels hot with salad, lime wedges, rice and curry.
Notes
1. Ensure the masala paste is thick else the result won't be good.
2. If you aren't able to find kashmiri chilies then use bedgi chilies or kashmiri red chili powder.
3. You could use white vinegar or coconut vinegar.
4. Any left over paste could be stored in the fridge for future use.
5. Cinnamon could be avoided as it's a strong spice used generally for meat or chicken.","[""4 Mackerel"", ""18 dried Red Chili"", ""1 inch Ginger"", ""8 cloves Garlic"", ""1.5 tsp Pepper"", ""1 tsp Cumin"", ""\u00bd tsp Turmeric"", ""Cinnamon stick"", ""4 Clove"", ""2 Cardamom"", ""1 tbsp Sugar"", ""2 marble sized Tamarind ball"", ""2.5 tbsp Vinegar"", ""for frying Oil""]",https://www.themealdb.com/images/media/meals/uwxusv1487344500.jpg,https://www.youtube.com/watch?v=FXtCris37nE
52960,Salmon Avocado Salad,Seafood,British,"Season the salmon, then rub with oil. Mix the dressing ingredients together. Halve, stone, peel and slice the avocados. Halve and quarter the cucumber lengthways, then cut into slices. Divide salad, avocado and cucumber between four plates, then drizzle with half the dressing.

Heat a non-stick pan. Add the salmon and fry for 3-4 mins on each side until crisp but still moist inside. Put a salmon fillet on top of each salad and drizzle over the remaining dressing. Serve warm.","[""400g Salmon"", ""3 Avocado"", ""1 Cucumber"", ""400g Spinach"", ""4 tbs Mint"", ""zest and juice of 1 Lime"", ""2 tsp Honey"", ""3 tbs Olive Oil""]",https://www.themealdb.com/images/media/meals/1549542994.jpg,https://www.youtube.com/watch?v=FJiu2S0Xap0
52823,Salmon Prawn Risotto,Seafood,Italian,"Melt the butter in a thick-based pan and gently cook the onion without colour until it is soft.
Add the rice and stir to coat all the grains in the butter
Add the wine and cook gently stirring until it is absorbed
Gradually add the hot stock, stirring until each addition is absorbed. Keep stirring until the rice is tender
Season with the lemon juice and zest, and pepper to taste. (there will probably be sufficient saltiness from the salmon to not need to add salt) Stir gently to heat through
Serve scattered with the Parmesan and seasonal vegetables.
Grill the salmon and gently place onto the risotto with the prawns and asparagus","[""50g/2oz butter"", ""1 finely chopped  onion"", ""150g rice"", ""125ml  white wine"", ""1 litre hot vegetable stock"", ""The juice and zest of one lemon"", ""240g large King Prawns"", ""150g salmon"", ""100g tips blanched briefly in boiling water asparagus"", ""ground black pepper"", ""50g shavings Parmesan""]",https://www.themealdb.com/images/media/meals/xxrxux1503070723.jpg,https://www.youtube.com/watch?v=V2PMvBv52IE
52936,Saltfish and Ackee,Seafood,Jamaican,"For the saltfish, soak the salt cod overnight, changing the water a couple of times.
Drain, then put the cod in a large pan of fresh water and bring to the boil. Drain again, add fresh water and bring to the boil again.
Simmer for about five minutes, or until cooked through, then drain and flake the fish into large pieces. Discard any skin or bones.
For the dumplings, mix the flour and suet with a pinch of salt and 250ml/9fl oz water to make a dough.
Wrap the mixture in clingfilm and leave in the fridge to rest.
Open the can of ackee, drain and rinse, then set aside.
Heat a tablespoon of olive oil in a pan and fry the onion until softened but not brown.
Add the spices, seasoning, pepper sauce and sliced peppers and continue to fry until the peppers are tender.
Add the chopped tomatoes, then the salt cod and mix together. Lastly stir in the ackee very gently and leave to simmer until ready to serve.
When you’re almost ready to eat, heat about 1cm/½in vegetable oil in a frying pan and heat until just smoking.
Shape the dumpling mix into plum-size balls and shallow-fry until golden-brown. (CAUTION: hot oil can be dangerous. Do not leave the pan unattended.)
Drain the dumplings on kitchen paper and serve with the saltfish and ackee.","[""450g Salt Cod"", ""400g Ackee"", ""1 chopped Onion"", ""1 tsp  Paprika"", ""2 tsp Curry Powder"", ""2 tsp Jerusalem Artichokes"", ""1 tsp  Hotsauce"", ""1 sliced Red Pepper"", ""1 sliced Yellow Pepper"", ""200g Tomatoes"", ""to taste Salt"", ""to taste Pepper"", ""250g Self-raising Flour"", ""30g Suet"", ""pinch Salt"", ""for frying Olive Oil""]",https://www.themealdb.com/images/media/meals/vytypy1511883765.jpg,https://www.youtube.com/watch?v=nbfNyZbdn2I
52836,Seafood fideuà,Seafood,Spanish,"Boil the kettle. Empty the mussels into a colander and run under cold water. Throw away any with broken shells. Pick through the shells, tapping each one on the side of the sink – they should be closed or should slowly close when tapped – if they stay open, throw them away. If any of the shells still have barnacles or stringy beards attached, pull them off with a cutlery knife and rinse the shells well. Keep in the colander, covered with a cold, damp cloth, until you’re ready to cook. Peel the prawn shells on the body section only – leave the heads and tails intact. Score down the backs and pull out any gritty entrails. Chill until you’re ready to cook.
Put the saffron in a small cup, cover with 50ml kettle-hot water and set aside for 10 mins. If using vermicelli, put in a bowl and crush to little pieces (about 1cm long) with your hands.
Heat the oil in a large frying pan with at least a 3cm lip, or a 40cm paella pan. Add the onion and stir around the pan for 5 mins until soft. Add the garlic and cook for 1 min more, then tip in the vermicelli and cook for 5 mins, stirring from time to time, until the vermicelli is toasted brown. Stir in the paprika.
Keeping the heat moderate, stir through the monkfish, squid and saffron with its water, seasoning well. Spread the ingredients out in an even layer, then pour over the hot stock and scatter the tomatoes on top. Bring to a simmer, then cover the whole dish with a tight-fitting lid (or foil). Turn the heat to medium and cook for 6 mins.
Uncover and stir to incorporate the dry top layer of pasta. Push the mussels into the pasta so the hinges are buried in the bottom of the dish, and they stand straight up. Arrange the prawns on top, cover tightly and cook for another 6 mins or until the mussels are open, the prawns are pink and the pasta is cooked through. Leave to simmer for another 2-3 mins to cook off most of the remaining liquid (leave a little in the pan to prevent the pasta from sticking together). Allow to sit for 2-3 mins, then squeeze over the lemon juice and arrange the wedges on top. Scatter with parsley before serving.","[""400g Mussels"", ""8 Prawns"", ""2 pinches Saffron"", ""350g Vermicelli"", ""5 tblsp  Olive Oil"", ""1 large Onions"", ""3 cloves Garlic"", ""2 tbs Paprika"", ""1 tail Monkfish"", ""4 Baby Squid"", ""650ml Fish Stock"", ""2 large Tomatoes"", ""Juice of 1 Lemon"", ""Topping Parsley""]",https://www.themealdb.com/images/media/meals/wqqvyq1511179730.jpg,https://www.youtube.com/watch?v=itsFEc8W468
