idMeal,Meal Name,Category,Area,Instructions,Ingredients,Meal Image,YouTube Link
52923,Canadian Butter Tarts,Dessert,Canadian,"Preheat the oven to fan 170C/ conventional 190C/gas 5. Roll out the pastry on a lightly floured surface so it’s slightly thinner than straight from the pack. Then cut out 18-20 rounds with a 7.5cm fluted cutter, re-rolling the trimmings. Use the rounds to line two deep 12-hole tart tins (not muffin tins). If you only have a regular-sized, 12-hole tart tin you will be able to make a few more slightly shallower tarts.
Beat the eggs in a large bowl and combine with the rest of the ingredients except the walnuts. Tip this mixture into a pan and stir continuously for 3-4 minutes until the butter melts, and the mixture bubbles and starts to thicken. It should be thick enough to coat the back of a wooden spoon. Don’t overcook, and be sure to stir all the time as the mixture can easily burn. Remove from the heat and stir in the nuts.
Spoon the filling into the unbaked tart shells so it’s level with the pastry. Bake for 15-18 minutes until set and pale golden. Leave in the tin to cool for a few minutes before lifting out on to a wire rack. Serve warm or cold.","[""375g Shortcrust Pastry"", ""2 large Eggs"", ""175g Muscovado Sugar"", ""100g  Raisins"", ""1 tsp  Vanilla Extract"", ""50g Butter"", ""4 tsp Single Cream"", ""50g Walnuts""]",https://www.themealdb.com/images/media/meals/wpputp1511812960.jpg,https://www.youtube.com/watch?v=WUpaOGghOdo
52897,Carrot Cake,Dessert,British,"For the carrot cake, preheat the oven to 160C/325F/Gas 3. Grease and line a 26cm/10in springform cake tin.
Mix all of the ingredients for the carrot cake, except the carrots and walnuts, together in a bowl until well combined. Stir in the carrots and walnuts.
Spoon the mixture into the cake tin and bake for 1 hour 15 minutes, or until a skewer inserted into the middle comes out clean. Remove the cake from the oven and set aside to cool for 10 minutes, then carefully remove the cake from the tin and set aside to cool completely on a cooling rack.
Meanwhile, for the icing, beat the cream cheese, caster sugar and butter together in a bowl until fluffy. Spread the icing over the top of the cake with a palette knife.","[""450ml Vegetable Oil"", ""400g Plain Flour"", ""2 tsp Bicarbonate Of Soda"", ""550ml Sugar"", ""5 Eggs"", ""\u00bd tsp Salt"", ""2 tsp Cinnamon"", ""500g grated Carrots"", ""150g Walnuts"", ""200g Cream Cheese"", ""150g Caster Sugar"", ""100g  Butter""]",https://www.themealdb.com/images/media/meals/vrspxv1511722107.jpg,https://www.youtube.com/watch?v=asjZ7iTrGKA
52976,Cashew Ghoriba Biscuits,Dessert,Tunisian,"Preheat the oven at 180 C / Gas 4. Line a baking tray with greaseproof paper.
In a bowl, mix the cashews and icing sugar. Add the egg yolks and orange blossom water and mix to a smooth homogeneous paste.
Take lumps of the cashew paste and shape into small balls. Roll the balls in icing sugar and transfer to the baking tray. Push an almond in the centre of each ghribia.
Bake until the biscuits are lightly golden, about 20 minutes. Keep an eye on them, they burn quickly.","[""250g Cashew Nuts"", ""100g  Icing Sugar"", ""2 Egg Yolks"", ""2 tbs Orange Blossom Water"", ""To Glaze Icing Sugar"", ""100g  Almonds""]",https://www.themealdb.com/images/media/meals/t3r3ka1560461972.jpg,https://www.youtube.com/watch?v=IqXEZUk4hWI
52898,Chelsea Buns,Dessert,British,"Sift the flour and salt into a large bowl. Make a well in the middle and add the yeast.
Meanwhile, warm the milk and butter in a saucepan until the butter melts and the mixture is lukewarm.
Add the milk mixture and egg to the flour mixture and stir until the contents of the bowl come together as a soft dough. (You may need to add a little extra flour.)
Tip the dough onto a generously floured work surface. Knead for five minutes, adding more flour if necessary, until the dough is smooth and elastic and no longer feels sticky.
Lightly oil a bowl with a little of the vegetable oil. Place the dough into the bowl and turn until it is covered in the oil. Cover the bowl with cling film and set aside in a warm place for one hour, or until the dough has doubled in size.
Lightly grease a baking tray.
For the filling, knock the dough back to its original size and turn out onto a lightly floured work surface. Roll the dough out into a rectangle 0.5cm/¼in thick. Brush all over with the melted butter, then sprinkle over the brown sugar, cinnamon and dried fruit.
Roll the dough up into a tight cylinder , cut ten 4cm/1½in slice and place them onto a lightly greased baking sheet, leaving a little space between each slice. Cover with a tea towel and set aside to rise for 30 minutes.
Preheat oven to 190C/375F/Gas 5.
Bake the buns in the oven for 20-25 minutes, or until risen and golden-brown.
Meanwhile, for the glaze, heat the milk and sugar in a saucepan until boiling. Reduce the heat and simmer for 2-3 minutes.
Remove the buns from the oven and brush with the glaze, then set aside to cool on a wire rack.","[""500g White Flour"", ""1 tsp  Salt"", ""7g Yeast"", ""300ml  Milk"", ""40g Butter"", ""1 Eggs"", ""Dash Vegetable Oil"", ""25g Butter"", ""75g Brown Sugar"", ""2 tsp Cinnamon"", ""150g Dried Fruit"", ""2 tbs Milk"", ""2 tbs Caster Sugar""]",https://www.themealdb.com/images/media/meals/vqpwrv1511723001.jpg,https://www.youtube.com/watch?v=i_zemP3yBKw
52910,Chinon Apple Tarts,Dessert,French,"To make the red wine jelly, put the red wine, jam sugar, star anise, clove, cinnamon stick, allspice, split vanilla pod and seeds in a medium saucepan. Stir together, then heat gently to dissolve the sugar. Turn up the heat and boil for 20 mins until reduced and syrupy. Strain into a small, sterilised jam jar and leave to cool completely. Will keep in the fridge for up to 1 month.

Take the pastry out of the fridge and leave at room temperature for 10 mins, then unroll. Heat the grill to high and heat the oven to 180C/160C fan/gas 4. Cut out 2 x 13cm circles of pastry, using a plate as a guide, and place on a non-stick baking sheet. Sprinkle each circle with 1 tbsp sugar and grill for 5 mins to caramelise, watching carefully so that the sugar doesn’t burn. Remove from the grill. Can be done a few hours ahead, and left, covered, out of the fridge.

Peel, quarter and core the apples, cut into 2mm-thin slices and arrange on top of the pastry. Sprinkle over the remaining sugar and pop in the oven for 20-25 mins until the pastry is cooked through and golden, and the apples are softened. Remove and allow to cool slightly. Warm 3 tbsp of the red wine jelly in a small pan over a low heat with 1 tsp water to make it a little more runny, then brush over the top of the tarts.

Tip the crème fraîche into a bowl, sift over the icing sugar and cardamom, and mix together. Carefully lift the warm tarts onto serving plates and serve with the cardamom crème fraîche.","[""320g Puff Pastry"", ""4 tbs Dark Brown Soft Sugar"", ""3 Braeburn Apples"", ""4 tbs Red Wine Jelly"", ""100ml Creme Fraiche"", ""1 tbs Icing Sugar"", ""3 Cardamom""]",https://www.themealdb.com/images/media/meals/qtqwwu1511792650.jpg,https://www.youtube.com/watch?v=5dAW9HQgtCk
52856,Choc Chip Pecan Pie,Dessert,American,"First, make the pastry. Tip the ingredients into a food processor with 1 /4 tsp salt. Blend until the mixture resembles breadcrumbs. Drizzle 2-3 tsp cold water into the funnel while the blade is running – the mixture should start to clump together. Tip onto a work surface and bring together, kneading briefly into a ball. Pat into a disc, wrap in cling film, and chill for at least 20 mins. Heat oven to 200C/180C fan/gas 6.

Remove the pastry from the fridge and leave at room temperature for 5 mins to soften. Flour the work surface, then unwrap the pastry and roll to a circle the thickness of a £1 coin. Use the pastry to line a deep, 23cm round fluted tin – mine was about 3cm deep. Press the pastry into the corners and up the sides, making sure there are no gaps. Leave 1cm pastry overhanging (save some of the pastry scraps for later). Line with baking parchment (scrunch it up first to make it more pliable) and fill with baking beans. Blind-bake for 15-20 mins until the sides are set, then remove the parchment and beans and return to the oven for 5 mins until golden brown. Trim the pastry so it’s flush with the top of the tin – a small serrated knife is best for this. If there are any cracks, patch them up with the pastry scraps.

Meanwhile, weigh the butter, syrup and sugars into a pan, and add 1 /4 tsp salt. Heat until the butter has melted and the sugar dissolved, stirring until smooth. Remove from the heat and cool for 10 mins. Reduce oven to 160C/140C fan/gas 3.

Beat the eggs in a bowl. Add the syrup mixture, vanilla and pecans, and mix until well combined. Pour half the mixture into the tart case, scatter over half the chocolate chips, then cover with the remaining filling and chocolate chips. Bake on the middle shelf for 50-55 mins until set. Remove from the oven and leave to cool, then chill for at least 2 hrs before serving.","[""300g Plain Flour"", ""75g Butter"", ""100g  Cream Cheese"", ""1 tbls Icing Sugar"", ""150g Butter"", ""200ml Maple Syrup"", ""250g Light Brown Soft Sugar"", ""100g  Dark Brown Soft Sugar"", ""4 Eggs"", ""1 tsp  Vanilla Extract"", ""400g Pecan Nuts"", ""200g Dark Chocolate Chips""]",https://www.themealdb.com/images/media/meals/rqvwxt1511384809.jpg,https://www.youtube.com/watch?v=fDpoT0jvg4Y
52853,Chocolate Avocado Mousse,Dessert,British,"1. Blend all the mousse ingredients together in your food processor until smooth. Add the cacao powder first and, as you blend, have all the ingredients to hand in order to adjust the ratios slightly as the size of avocados and bananas varies so much. The perfect ratio in order to avoid the dish tasting too much of either is to use equal amounts of both.

2. Taste and add a few drops of stevia if you feel you need more sweetness.

3. Fill little cups or shot glasses with the mousse, sprinkle with the cacao powder or nibs and serve.

Tip If you don’t have a frozen banana to hand you can just use a normal one and then chill the mousse before serving for a cooling dessert.","[""1 Banana"", ""3 tbsp Cacao"", ""1 Avocado"", ""2 tblsp  Honey"", ""1 tsp  Lemon Juice"", ""1 tsp  Vanilla"", ""2 tbsp Water"", ""pinch Sea Salt""]",https://www.themealdb.com/images/media/meals/uttuxy1511382180.jpg,https://www.youtube.com/watch?v=wuZffe60q4M
52966,Chocolate Caramel Crispy,Dessert,British,"Grease and line a 20 x 20cm/8"" x 8"" baking tin with parchment paper.
Put the mars bars and butter in a heat proof bowl and place over a pan of barely simmering water. Mixing with a whisk, melt until the mixture is smooth.
Pour over the rice krispies in a mixing bowl and mix until all the ingredients are evenly combined. Press evenly into the prepare baking tin and set aside.
Melt the milk chocolate in the microwave or over a pan of barely simmering water.
Spread the melted chocolate over the rice krispie mixture and leave to set in a cool place. Once set slice into squares and serve!","[""6 chopped Mars Bar"", ""150g Butter"", ""120g Rice Krispies"", ""150g Milk Chocolate""]",https://www.themealdb.com/images/media/meals/1550442508.jpg,https://www.youtube.com/watch?v=qsk_At_gjv0
52776,Chocolate Gateau,Dessert,French,"Preheat the oven to 180°C/350°F/Gas Mark 4. Grease and line the base of an 8 in round spring form cake tin with baking parchment
Break the chocolate into a heatproof bowl and place over a saucepan of gently simmering water and stir until it melts. (or melt in the microwave for 2-3 mins stirring occasionally)
Place the butter and sugar in a mixing bowl and cream together with a wooden spoon until light and fluffy. Gradually beat in the eggs, adding a little flour if the mixture begins to curdle. Fold in the remaining flour with the cooled, melted chocolate and milk. Mix until smooth.
Spread the mixture into the cake tin and bake for 50-55 mins or until firm in the centre and a skewer comes out cleanly. Cool for 10 minutes, then turn out and cool completely.","[""250g Plain chocolate"", ""175g Butter"", ""2 tablespoons Milk"", ""5 Eggs"", ""175g Granulated Sugar"", ""125g Flour""]",https://www.themealdb.com/images/media/meals/tqtywx1468317395.jpg,https://www.youtube.com/watch?v=dsJtgmAhFF4
52860,Chocolate Raspberry Brownies,Dessert,American,"Heat oven to 180C/160C fan/gas 4. Line a 20 x 30cm baking tray tin with baking parchment. Put the chocolate, butter and sugar in a pan and gently melt, stirring occasionally with a wooden spoon. Remove from the heat.
Stir the eggs, one by one, into the melted chocolate mixture. Sieve over the flour and cocoa, and stir in. Stir in half the raspberries, scrape into the tray, then scatter over the remaining raspberries. Bake on the middle shelf for 30 mins or, if you prefer a firmer texture, for 5 mins more. Cool before slicing into squares. Store in an airtight container for up to 3 days.","[""200g Dark Chocolate"", ""100g  Milk Chocolate"", ""250g Salted Butter"", ""400g Light Brown Soft Sugar"", ""4 large Eggs"", ""140g Plain Flour"", ""50g Cocoa"", ""200g Raspberries""]",https://www.themealdb.com/images/media/meals/yypvst1511386427.jpg,https://www.youtube.com/watch?v=Pi89PqsAaAg
52905,Chocolate Souffle,Dessert,French,"Heat oven to 220C/fan 200C/gas 7 and place a baking tray on the top shelf. For the sauce, heat the cream and sugar until boiling. Remove from the heat, stir in the chocolate and butter until melted, then keep warm.
Brush 6 x 150ml ramekins with melted butter, sprinkle with the 2 tbsp caster sugar, then tip out any excess. Melt the chocolate and cream in a bowl over a pan of simmering water, cool, then mix in the egg yolks. Whisk the egg whites until they hold their shape, then add the sugar, 1 tbsp at a time, whisking back to the same consistency. Mix a spoonful into the chocolate, then gently fold in the rest.
Working quickly, fill the ramekins, wipe the rims clean and run your thumb around the edges. Turn oven down to 200C/fan 180C/gas 6, place the ramekins onto the baking tray, then bake for 8-10 mins until risen with a slight wobble. Don’t open the oven door too early as this may make them collapse.
Once the soufflés are ready, dust with icing sugar, scoop a small hole from their tops, then pour in some of the hot chocolate sauce. Replace the lids and serve straight away.","[""142ml Single Cream"", ""25g Caster Sugar"", ""100g  Dark Chocolate"", ""25g Butter"", ""drizzle Butter"", ""50g Caster Sugar"", ""175g Dark Chocolate"", ""2 tbs Double Cream"", ""4 Egg Yolks"", ""5 Egg White"", ""2 tbs Double Cream"", ""to serve Icing Sugar""]",https://www.themealdb.com/images/media/meals/twspvx1511784937.jpg,https://www.youtube.com/watch?v=FWqfkUEWOTg
52990,Christmas cake,Dessert,British,"Heat oven to 160C/fan 140C/gas 3. Line the base and sides of a 20 cm round, 7.5 cm deep cake tin. Beat the butter and sugar with an electric hand mixer for 1-2 mins until very creamy and pale in colour, scraping down the sides of the bowl half way through. Stir in a spoonful of the flour, then stir in the beaten egg and the rest of the flour alternately, a quarter at a time, beating well each time with a wooden spoon. Stir in the almonds.

Mix in the sherry (the mix will look curdled), then add the peel, cherries, raisins, cherries, nuts, lemon zest, spice, rosewater and vanilla. Beat together to mix, then stir in the baking powder.

Spoon mixture into the tin and smooth the top, making a slight dip in the centre. Bake for 30 mins, then lower temperature to 150C/fan 130C/gas 2 and bake a further 2-2¼ hrs, until a skewer insterted in the middle comes out clean. Leave to cool in the tin, then take out of the tin and peel off the lining paper. When completely cold, wrap well in cling film and foil to store until ready to decorate. The cake will keep for several months.","[""200g Butter"", ""200g Muscovado Sugar"", ""200g Plain Flour"", ""4 Beaten Eggs"", ""50g Ground Almonds"", ""100ml Sherry"", ""85g Candied Peel"", ""85g Glace Cherry"", ""250g Raisins"", ""250g Currants"", ""100g  Pecan Nuts"", ""Grated zest of 1 Lemon"", ""1 \u00bd tbsp Mixed Spice"", ""1 \u00bd tbsp Rose water"", ""1/2 tsp Vanilla Extract"", ""1/2 tsp Baking Powder""]",https://www.themealdb.com/images/media/meals/ldnrm91576791881.jpg,https://www.youtube.com/watch?v=34yeL8TstO0
52788,Christmas Pudding Flapjack,Dessert,British,"Preheat the oven to 180°C/fan 160°C/gas mark 4 and grease and line a 25cm x 20cm tin. Melt the butter, sugar, syrup and orange zest in a large saucepan over a medium heat. The aim is to dissolve all the ingredients so that they are smooth, but to not lose any volume through boiling so be careful not to overheat.

Add the oats and stir well until evenly coated. Stir through the leftover Christmas pudding and tip into the prepared tin. Use a spoon to flatten the top and bake for 40 minutes until the edges start to brown. Whilst still warm in the tin, score into 12 squares. Allow to cool completely before cutting along the scores.

Keeps for 5 days in an air tight tin or freeze for up to 1 month.","[""250g salted butter"", ""225g dark soft brown sugar"", ""150g golden syrup"", ""Zest of 1 orange"", ""500g rolled oats"", ""250g Christmas pudding""]",https://www.themealdb.com/images/media/meals/vvusxs1483907034.jpg,https://www.youtube.com/watch?v=OaqvGvEiwzU
